,,,,,,,,,,,
Persyaratan Dasar,Verifikator,,,,,,,,,,
Kesesuaian Kegiatan Pemanfaatan Ruang (KKPR),"Direktorat Mikro
Direktorat Makro",,,,,,,,,,
Persetujuan Lingkungan (PL),Direktorat Lingkungan Hidup dan Penanggulangan Bencana,,,,,,,,,,
Persetujuan Bangunan Gedung (PBG),Direktorat Sarana Prasarana Dasar,,,,,,,,,,
Sertifikat Laik Fungsi (SLF),Direktorat Sarana Prasarana Dasar,,,,,,,,,,
,,85161,Satuan Pendidikan Keagamaan Anak Usia Dini,KL Pusat,,,,,,"perizinan tidak diproses melalui Sistem OSS Berbasis Risiko melainkan diajukan kepada Kementerian Agama melalui link:

https://bimaskatolik.kemenag.go.id 
https://bimaskristen.kemenag.go.id 
https://bimashindu.kemenag.go.id 
https://bimasbuddha.kemenag.go.id 
pusbimdik.Khonghucu@kemenag.go.id ",
,,85162,Satuan Pendidikan Keagamaan Dasar,KL Pusat,,,,,,"perizinan tidak diproses melalui Sistem OSS Berbasis Risiko melainkan diajukan kepada Kementerian Agama melalui link:

https://bimaskatolik.kemenag.go.id 
https://bimaskristen.kemenag.go.id 
https://bimashindu.kemenag.go.id 
https://bimasbuddha.kemenag.go.id 
pusbimdik.Khonghucu@kemenag.go.id ",
,,85163,Satuan Pendidikan Keagamaan Menengah Pertama,KL Pusat,,,,,,"perizinan tidak diproses melalui Sistem OSS Berbasis Risiko melainkan diajukan kepada Kementerian Agama melalui link:

https://bimaskatolik.kemenag.go.id 
https://bimaskristen.kemenag.go.id 
https://bimashindu.kemenag.go.id 
https://bimasbuddha.kemenag.go.id 
pusbimdik.Khonghucu@kemenag.go.id ",
,,85210,Pendidikan Menengah Atas/Aliyah Pemerintah,Dit Yandas,,,Izin Pendirian Sekolah Menengah Atas (SMA) ,Dit Yandas,,,
,,85220,Pendidikan Menengah/Aliyah Swasta,Dit Yandas,,,Izin Pendirian Sekolah Menengah Atas (SMA) ,Dit Yandas,,"untuk PMA dilaksankaan oleh KL Pusat

Sekolah menengah atas keagamaan seperti Madrasah Aliyah yang dikelola oleh swasta, perizinan tidak diproses melalui Sistem OSS Berbasis Risiko melainkan diajukan kepada Kementerian Agama melalui link: https://madrasah.kemenag.go.id/ ",
,,,Pendidikan Menengah/Aliyah Swasta (PMA),,,,,,,,
,,85230,Pendidikan Menengah Kejuruan Dan Teknis/Aliyah Kejuruan,Dit Yandas,,,Izin Pendirian Sekolah Menengah Kejuruan (SMK) ,Dit Yandas,,,
,,85240,Pendidikan Menengah Kejuruan/Aliyah Kejuruan Swasta,Dit Yandas,,,Izin Pendirian Sekolah Menengah Kejuruan (SMK) ,Dit Yandas,,"untuk PMA dilaksankaan oleh KL Pusat

Sekolah menengah kejuruan keagamaan seperti Madrasah Aliyah Kejuruan yang dikelola oleh swasta, perizinan tidak diproses melalui Sistem OSS Berbasis Risiko melainkan diajukan kepada Kementerian Agama melalui link: https://madrasah.kemenag.go.id/ ",
,,,Pendidikan Menengah Kejuruan/Aliyah Kejuruan Swasta (PMA),KL Pusat,,,,,,,
,,85251,Satuan Pendidikan Kerjasama Pendidikan Menengah Atas,KL Pusat,,,,,,,
,,85252,Satuan Pendidikan Kerjasama Pendidikan Menengah Kejuruan,KL Pusat,,,,,,,
,,85261,Satuan Pendidikan Muadalah/ Pendidikan Diniyah Formal Ulya,KL Pusat,,,,,,perizinan tidak diproses melalui Sistem OSS Berbasis Risiko melainkan diajukan kepada Kementerian Agama melalui link: https://ditpdpontren.kemenag.go.id/ijoppdma,
,,85262,Satuan Pendidikan Pesantren Pengkajian Kitab Kuning Ulya,KL Pusat,,,,,,perizinan tidak diproses melalui Sistem OSS Berbasis Risiko melainkan diajukan kepada Kementerian Agama melalui link: https://ditpdpontren.kemenag.go.id/ijoppdma,
,,85263,Satuan Pendidikan Muadalah Wustha Dan Ulya Berkesinambungan,KL Pusat,,,,,,perizinan tidak diproses melalui Sistem OSS Berbasis Risiko melainkan diajukan kepada Kementerian Agama melalui link: https://ditpdpontren.kemenag.go.id/ijoppdma,
,,85270,Satuan Pendidikan Keagamaan Menengah,KL Pusat,,,,,,"perizinan tidak diproses melalui Sistem OSS Berbasis Risiko melainkan diajukan kepada Kementerian Agama melalui link:

https://bimaskatolik.kemenag.go.id 
https://bimaskristen.kemenag.go.id 
https://bimashindu.kemenag.go.id 
https://bimasbuddha.kemenag.go.id 
pusbimdik.Khonghucu@kemenag.go.id ",
,,85311,Pendidikan Tinggi Akademik Pemerintah,KL Pusat,,,,,,"Berdasarkan PP 27 2023, bahwa Kewenangan OIKN untuk PSDKU",
,,85312,Pendidikan Tinggi Vokasi Dan Profesi Pemerintah,KL Pusat,,,,,,"Berdasarkan PP 27 2023, bahwa Kewenangan OIKN untuk PSDKU",
,,85321,Pendidikan Tinggi Akademik Swasta,KL Pusat,,,,,,"Berdasarkan PP 27 2023, bahwa Kewenangan OIKN untuk PSDKU",
,,85322,Pendidikan Tinggi Vokasi Dan Profesi Swasta,KL Pusat,,,,,,"Berdasarkan PP 27 2023, bahwa Kewenangan OIKN untuk PSDKU",
,,85331,Pendidikan Tinggi Keagamaan Pemerintah,KL Pusat,,,,,,"Berdasarkan PP 27 2023, bahwa Kewenangan OIKN untuk PSDKU",
,,85332,Pendidikan Tinggi Keagamaan Swasta,KL Pusat,,,,,,"Berdasarkan PP 27 2023, bahwa Kewenangan OIKN untuk PSDKU",
,,85340,Pendidikan Pesantren Tinggi (Ma’Had Aly),KL Pusat,,,,,,perizinan tidak diproses melalui Sistem OSS Berbasis Risiko melainkan diajukan kepada Kementerian Agama melalui link: https://ditpdpontren.kemenag.go.id/ijoppdma,
,,85410,Jasa Pendidikan Olahraga Dan Rekreasi,Dit Yandas,,,Izin Pendirian Lembaga Kursus dan Pelatihan (LKP) / Kelompok Belajar / Pusat Kegiatan Belajar Masyarakat (PKBM)/ Satuan Pendidikan Nonformal (PNF) Sejenis ,Dit Yandas,,untuk PMA dilaksankaan oleh KL Pusat,
,,,Jasa Pendidikan Olahraga Dan Rekreasi (PMA),KL Pusat,,,,,,,
,,85420,Pendidikan Kebudayaan,Dit Yandas,,,Izin Pendirian Lembaga Kursus dan Pelatihan (LKP) / Kelompok Belajar / Pusat Kegiatan Belajar Masyarakat (PKBM)/ Satuan Pendidikan Nonformal (PNF) Sejenis ,Dit Yandas,,untuk PMA dilaksankaan oleh KL Pusat,
,,,Pendidikan Kebudayaan (PMA),KL Pusat,,,,,,,
,,85430,Pendidikan Lainnya Pemerintah,Dit Yandas,,,Izin Pendirian Lembaga Kursus dan Pelatihan (LKP) / Kelompok Belajar / Pusat Kegiatan Belajar Masyarakat (PKBM)/ Satuan Pendidikan Nonformal (PNF) Sejenis ,Dit Yandas,,,
,,85440,Satuan Pendidikan Kerjasama Pendidikan Nonformal,KL Pusat,,,Izin Pendirian Lembaga Kursus dan Pelatihan (LKP) / Kelompok Belajar / Pusat Kegiatan Belajar Masyarakat (PKBM)/ Satuan Pendidikan Nonformal (PNF) Sejenis ,Dit Yandas,,,
,,85451,Pendidikan Pesantren Lainnya,KL Pusat,,,,,,perizinan tidak diproses melalui Sistem OSS Berbasis Risiko melainkan diajukan kepada Kementerian Agama melalui link: https://ditpdpontren.kemenag.go.id/ijoppdma,
,,85452,Pendidikan Keagamaan Islam Non Formal,KL Pusat,,,,,,perizinan tidak diproses melalui Sistem OSS Berbasis Risiko melainkan diajukan kepada Kementerian Agama melalui link: https://pendis.kemenag.go.id ,
,,85459,Pendidikan Keagamaan Lainnya Ytdl,Dit Yandas,,,Izin Pendirian Lembaga Kursus dan Pelatihan (LKP) / Kelompok Belajar / Pusat Kegiatan Belajar Masyarakat (PKBM)/ Satuan Pendidikan Nonformal (PNF) Sejenis ,Dit Yandas,,,
,,85491,Jasa Pendidikan Manajemen Dan Perbankan,Dit Yandas,,,Izin Pendirian Lembaga Kursus dan Pelatihan (LKP) / Kelompok Belajar / Pusat Kegiatan Belajar Masyarakat (PKBM)/ Satuan Pendidikan Nonformal (PNF) Sejenis ,Dit Yandas,,untuk PMA dilaksankaan oleh KL Pusat,
,,,Jasa Pendidikan Manajemen Dan Perbankan (PMA),KL Pusat,,,,,,,
,,85492,Jasa Pendidikan Komputer (Teknologi Informasi Dan Komunikasi),Dit Yandas,,,Izin Pendirian Lembaga Kursus dan Pelatihan (LKP) / Kelompok Belajar / Pusat Kegiatan Belajar Masyarakat (PKBM)/ Satuan Pendidikan Nonformal (PNF) Sejenis ,Dit Yandas,,untuk PMA dilaksankaan oleh KL Pusat,
,,,Jasa Pendidikan Komputer (Teknologi Informasi Dan Komunikasi) (PMA),KL Pusat,,,,,,,
,,85493,Pendidikan Bahasa Swasta,Dit Yandas,,,Izin Pendirian Lembaga Kursus dan Pelatihan (LKP) / Kelompok Belajar / Pusat Kegiatan Belajar Masyarakat (PKBM)/ Satuan Pendidikan Nonformal (PNF) Sejenis ,Dit Yandas,,untuk PMA dilaksankaan oleh KL Pusat,
,,,Pendidikan Bahasa Swasta (PMA),KL Pusat,,,,,,,
,,85494,Pendidikan Kesehatan Swasta,Dit Yandas,,,Izin Pendirian Lembaga Kursus dan Pelatihan (LKP) / Kelompok Belajar / Pusat Kegiatan Belajar Masyarakat (PKBM)/ Satuan Pendidikan Nonformal (PNF) Sejenis ,Dit Yandas,,untuk PMA dilaksankaan oleh KL Pusat,
,,,Pendidikan Kesehatan Swasta (PMA),KL Pusat,,,,,,,
,,85496,Pendidikan Awak Pesawat Dan Jasa Angkutan Udara Khusus,KL Pusat,,,Izin Pendirian Lembaga Kursus dan Pelatihan (LKP) / Kelompok Belajar / Pusat Kegiatan Belajar Masyarakat (PKBM)/ Satuan Pendidikan Nonformal (PNF) Sejenis ,Dit Yandas,,,
,,85497,Pendidikan Teknik Swasta,,,,Izin Pendirian Lembaga Kursus dan Pelatihan (LKP) / Kelompok Belajar / Pusat Kegiatan Belajar Masyarakat (PKBM)/ Satuan Pendidikan Nonformal (PNF) Sejenis ,Dit Yandas,,,
,,,Pendidikan Teknik Swasta untuk Usaha Jasa Pendidikan dan Pelatihan di bidang Ketenagalistrikan,KL Pusat,,,,,,,
,,,Pendidikan Teknis Swasta selain Usaha Jasa Pendidikan dan Pelatihan di bidang Ketenagalistrikan,Dit Yandas,,,,,,,
,,,Pendidikan Teknis Swasta selain Usaha Jasa Pendidikan dan Pelatihan di bidang Ketenagalistrikan (PMA),KL Pusat,,,,,,,
,,85498,Pendidikan Kerajinan Dan Industri,Dit Yandas,,,Izin Pendirian Lembaga Kursus dan Pelatihan (LKP) / Kelompok Belajar / Pusat Kegiatan Belajar Masyarakat (PKBM)/ Satuan Pendidikan Nonformal (PNF) Sejenis ,Dit Yandas,,,
,,,Pendidikan Kerajinan Dan Industri (PMA),KL Pusat,,,,,,,
,,85499,Pendidikan Lainnya Swasta,KL Pusat,Perpanjangan sertifikat pengesahan (approval) program studi lembaga diklat kepelautan,KL Pusat,Izin Pendirian Lembaga Kursus dan Pelatihan (LKP) / Kelompok Belajar / Pusat Kegiatan Belajar Masyarakat (PKBM)/ Satuan Pendidikan Nonformal (PNF) Sejenis ,Dit Yandas,,,
,,85500,Kegiatan Penunjang Pendidikan,KL Pusat,,,Izin Pendirian Lembaga Kursus dan Pelatihan (LKP) / Kelompok Belajar / Pusat Kegiatan Belajar Masyarakat (PKBM)/ Satuan Pendidikan Nonformal (PNF) Sejenis ,Dit Yandas,,,
,,,Sekolah Luar Biasa (SLB),Dit Yandas,,,Izin Pendirian Sekolah Luar Biasa (SLB) ,Dit Yandas,,,
,,,,,,,,,,,
,"Pendidikan Tinggi, Sains dan Teknologi",72101,Penelitian Dan Pengembangan Ilmu Pengetahuan Alam,KL Pusat,,,,,,,
,,72102,Penelitian Dan Pengembangan Teknologi Dan Rekayasa ,,,,,,,,
,,,"Penelitian Dan Pengembangan Teknologi Dan Rekayasa (Lokasi berada pada IKN atau berada dalam satu hamparan lintas antar Kab./Kota, Badan usaha milik daerah, penanam modal dalam negeri, koperasi atau badan layanan umum Pemerintah)",Dit Yandas,,,,,,,
,,,"Penelitian Dan Pengembangan Teknologi Dan Rekayasa (PMA, Badan usaha milik negara, atau badan layanan umum Pemerintah Pusat, lokasi industri di dalam satu hamparan lintas provinsi)",KL Pusat,,,,,,,
,,72103,Penelitian Dan Pengembangan Ilmu Kedokteran,KL Pusat,,,,,,,
,,72104,Penelitian Dan Pengembangan Bioteknologi (Lokasi berada pada IKN),Dit Yandas,,,,,,,
,,,"Penelitian Dan Pengembangan Bioteknologi (PMA, Lokasi industrinya berada dalam satu hamparan lintas antar Provinsi)",KL Pusat,,,,,,,
,,72105,"Penelitian Dan Pengembangan Ilmu Pertanian, Peternakan, Dan",KL Pusat,,,,,,,
,,72106,Penelitian Dan Pengembangan Ilmu Perikanan Dan Kelautan,KL Pusat,,,,,,,
,,72107,Penelitian Dan Pengembangan Ketenaganukliran,KL Pusat,,,,,,,
,,72109,Penelitian Dan Pengembangan Ilmu Pengetahuan Alam Dan ,,,,,,,,
,,,Penelitian Dan Pengembangan Ilmu Pengetahuan Alam Dan Teknologi Rekayasa Lainnya (PMA dan Lokasi Industrinya berada dalam satu hamparan lintas antar Provinsi),KL Pusat,,,,,,,
,,,Penelitian Dan Pengembangan Ilmu Pengetahuan Alam Dan Teknologi Rekayasa Lainnya (Lokasi berada pada IKN atau berada dalam satu hamparan lintas antar Kab./Kota dan berada pada Kab./Kota bersangkutan),Dit Yandas,,,,,,,
,,72201,Penelitian Dan Pengembangan Ilmu Pengetahuan Sosial,KL Pusat,,,,,,,
,,72202,Penelitian Dan Pengembangan Linguistik Dan Sastra,KL Pusat,,,,,,,
,,72203,Penelitian Dan Pengembangan Agama,KL Pusat,,,,,,,
,,72204,Penelitian Dan Pengembangan Seni,KL Pusat,,,,,,,
,,72205,Penelitian Dan Pengembangan Psikologi,KL Pusat,,,,,,,
,,72206,Penelitian Dan Pengembangan Sejarah/Cagar Budaya,KL Pusat,,,,,,,
,,72209,Penelitian Dan Pengembangan Ilmu Pengetahuan Sosial Dan,KL Pusat,,,,,,,
,,,,,,,,,,,
B. KESEHATAN,,,,,,,,,,,
Kesehatan,Aktivitas Kesehatan,71208,Aktivitas Pengujian Dan Atau Kalibrasi Alat Kesehatan Dan Inspeksi,KL Pusat,Sertifikat Standar Usaha Balai/Institusi Pengujian Fasilitas Kesehatan,KL Pusat,,,,,
,,,,,Izin Produksi Alat Peralatan Petahanan dan Keamanan,KL Pusat,,,,,15
,,,,,Izin Penetapan Industri Pertahanan,KL Pusat,,,,,
,,86101,Aktivitas Rumah Sakit Pemerintah,,,,,,,hanya bagi Pelaku Usaha “Pemerintah” yang berbadan hukum publik dengan bentuk Badan Layanan Umum (BLU) atau Badan Layanan Umum Daerah (BLUD),
,,,Rumah Sakit Pemerintah dengan jumlah tempat tidur 50 sampai dengan 200 dan dengan jumlah tempat tidur 201 sampai dengan 250,Dit Yandas,Izin Rumah Sakit Pemerintah,Dit Yandas,,,,,
,,,,,Surat persetujuan pelaksanaan uji klinik,KL Pusat,,,,,
,,,,,Sertifikat Cara Pembuatan Obat yang Baik,KL Pusat,,,,,
,,,,,Izin penyelenggaraan laboratorium pengolahan Sel dan sel punca untuk aplikasi klinis di RS,KL Pusat,,,,,
,,,,,Izin Operasi Fasilitas Produksi Radiofarmaka,KL Pusat,,,,,
,,,,,Penggunaan untuk Kedokteran Nuklir Diagnostik In Vitro,KL Pusat,,,,,
,,,,,Izin Konstruksi Fasilitas Kedokteran Nuklir Diagnostik In Vivo,KL Pusat,,,,,
,,,,,Izin Operasi Fasilitas Radioterapi,KL Pusat,,,,,
,,,,,Jasa K3 Pemeriksaan/ Pengujian Kesehatan Tenaga Kerja dan/atau Pelayanan Kesehatan Kerja,KL Pusat,,,,,
,,,,,Izin Edar Obat,KL Pusat,,,,,
,,,,,Izin Radiologi Diagnostik dan/atau Intervensional,KL Pusat,,,,,
,,,,,Izin Konstruksi Fasilitas Produksi Radioisotop dan Radiofarmaka,KL Pusat,,,,,
,,,,,Izin/penetapan penyelenggaraan pelayanan dialisis,KL Pusat,,,,,
,,,,,Izin Konstruksi Fasilitas Radioterapi,KL Pusat,,,,,
,,,,,Izin Operasi Fasilitas Kedokteran Nuklir Diagnostik In Vivo,KL Pusat,,,,,
,,,,,Pernyataan Pembebasan Fasilitas Produksi Radioisotop dan Radiofarmaka,KL Pusat,,,,,
,,,,,Izin Dekomisioning Fasilitas Produksi Radiofarmaka,KL Pusat,,,,,
,,,,,Penetapan penyelenggaraan pemeriksaan kesehatan Calon Pekerja Migran Indonesia (CPMI) di klinik utama,Dit Yandas,,,,,
,,,,,Pernyataan Pembebasan Fasilitas Radioterapi,KL Pusat,,,,,
,,,,,Izin Dekomisioning Fasilitas Kedokteran Nuklir Diagnostik In Vivo,KL Pusat,,,,,
,,,,,Izin Konstruksi Fasilitas Produksi Radiofarmaka,KL Pusat,,,,,
,,,,,Izin/penetapan pelayanan medis hiperbarik di RS,KL Pusat,,,,,
,,,,,Pernyataan Pembebasan Fasilitas Kedokteran Nuklir Diagnostik In Vivo,KL Pusat,,,,,
,,,,,Penyelenggaraan pelayanan reproduksi dengan bantuan atau kehamilan di luar cara alamiah,KL Pusat,,,,,
,,,,,Penggunaan yang Meliputi Radiologi Diagnostik untuk Pengukuran Densitas Tulang dan/atau Pesawat Gigi Intra Oral,KL Pusat,,,,,
,,,,,"Izin penyelenggaraan bank penyimpanan sel, sel punca dan jaringan di RS",KL Pusat,,,,,
,,,,,Izin penyelenggaraan transplantasi organ di rumah sakit,KL Pusat,,,,,
,,,,,Izin Operasi Fasilitas Kedokteran Nuklir Terapi,KL Pusat,,,,,
,,,,,Izin Dekomisioning Fasilitas Kedokteran Nuklir Terapi,KL Pusat,,,,,
,,,,,Persetujuan Penggunaan Fasilitas Pembuatan Obat ,KL Pusat,,,,,
,,,,,Penyelenggaraan pelayanan kedokteran nuklir,KL Pusat,,,,,
,,,,,Penyelenggaraan pelayanan radioterapi level 1,KL Pusat,,,,,
,,,,,Pernyataan Pembebasan Fasilitas Kedokteran Nuklir Terapi,KL Pusat,,,,,
,,,,,Izin penyelenggaraan penelitian berbasis pelayanan terapi sel punca,KL Pusat,,,,,
,,,,,Izin Operasi Fasilitas Produksi Radioisotop dan Radiofarmaka,KL Pusat,,,,,
,,,,,Pernyataan Pembebasan Fasilitas Produksi Radiofarmaka,KL Pusat,,,,,
,,,,,Persetujuan Pelaksanaan Uji Klinik Obat,KL Pusat,,,,,
,,,,,Izin Dekomisioning Fasilitas Produksi Radioisotop dan Radiofarmaka,KL Pusat,,,,,
,,,,,Izin Konstruksi Fasilitas Kedokteran Nuklir Terapi,KL Pusat,,,,,
,,,,,Izin Dekomisioning Fasilitas Radioterapi,KL Pusat,,,,,
,,,,,Penyelenggaraan Bank Mata di Rumah Sakit,KL Pusat,,,,,
,,,Rumah Sakit Pemerintah dengan jumlah tempat tidur lebih dari 250,KL Pusat,,,,,,,
,,86102,Aktivitas Puskesmas,Dit Yandas,,,Izin Unit Pelayanan Kesehatan Preventif (UPKP)/Puskesmas,Dit Yandas,,Badan Layanan Umum (BLU) atau Badan Layanan Umum Daerah (BLUD),
,,86103,Aktivitas Rumah Sakit Swasta,,,,,,,,
,,,Rumah Sakit Swasta dengan jumlah tempat tidur 50 sampai dengan 200 dan dengan jumlah tempat tidur 201 sampai dengan 250,Dit Yandas,Izin Rumah Sakit Swasta,Dit Yandas,,,,,
,,,,,Surat persetujuan pelaksanaan uji klinik,KL Pusat,,,,,
,,,,,Sertifikat Cara Pembuatan Obat yang Baik,KL Pusat,,,,,
,,,,,Izin penyelenggaraan laboratorium pengolahan Sel dan sel punca untuk aplikasi klinis di RS,KL Pusat,,,,,
,,,,,Izin Operasi Fasilitas Produksi Radiofarmaka,KL Pusat,,,,,
,,,,,Penggunaan untuk Kedokteran Nuklir Diagnostik In Vitro,KL Pusat,,,,,
,,,,,Izin Konstruksi Fasilitas Kedokteran Nuklir Diagnostik In Vivo,KL Pusat,,,,,
,,,,,Izin Operasi Fasilitas Radioterapi,KL Pusat,,,,,
,,,,,Jasa K3 Pemeriksaan/ Pengujian Kesehatan Tenaga Kerja dan/atau Pelayanan Kesehatan Kerja,KL Pusat,,,,,
,,,,,Izin Edar Obat,KL Pusat,,,,,
,,,,,Izin Radiologi Diagnostik dan/atau Intervensional,KL Pusat,,,,,
,,,,,Izin Konstruksi Fasilitas Produksi Radioisotop dan Radiofarmaka,KL Pusat,,,,,
,,,,,Izin/penetapan penyelenggaraan pelayanan dialisis,KL Pusat,,,,,
,,,,,Izin Konstruksi Fasilitas Radioterapi,KL Pusat,,,,,
,,,,,Izin Operasi Fasilitas Kedokteran Nuklir Diagnostik In Vivo,KL Pusat,,,,,
,,,,,Pernyataan Pembebasan Fasilitas Produksi Radioisotop dan Radiofarmaka,KL Pusat,,,,,
,,,,,Izin Dekomisioning Fasilitas Produksi Radiofarmaka,KL Pusat,,,,,
,,,,,Penetapan penyelenggaraan pemeriksaan kesehatan Calon Pekerja Migran Indonesia (CPMI) di klinik utama,Dit Yandas,,,,,
,,,,,Pernyataan Pembebasan Fasilitas Radioterapi,KL Pusat,,,,,
,,,,,Izin Dekomisioning Fasilitas Kedokteran Nuklir Diagnostik In Vivo,KL Pusat,,,,,
,,,,,Izin Konstruksi Fasilitas Produksi Radiofarmaka,KL Pusat,,,,,
,,,,,Izin/penetapan pelayanan medis hiperbarik di RS,KL Pusat,,,,,
,,,,,Pernyataan Pembebasan Fasilitas Kedokteran Nuklir Diagnostik In Vivo,KL Pusat,,,,,
,,,,,Penyelenggaraan pelayanan reproduksi dengan bantuan atau kehamilan di luar cara alamiah,KL Pusat,,,,,
,,,,,Penggunaan yang Meliputi Radiologi Diagnostik untuk Pengukuran Densitas Tulang dan/atau Pesawat Gigi Intra Oral,KL Pusat,,,,,
,,,,,"Izin penyelenggaraan bank penyimpanan sel, sel punca dan jaringan di RS",KL Pusat,,,,,
,,,,,Izin penyelenggaraan transplantasi organ di rumah sakit,KL Pusat,,,,,
,,,,,Izin Operasi Fasilitas Kedokteran Nuklir Terapi,KL Pusat,,,,,
,,,,,Izin Dekomisioning Fasilitas Kedokteran Nuklir Terapi,KL Pusat,,,,,
,,,,,Persetujuan Penggunaan Fasilitas Pembuatan Obat ,KL Pusat,,,,,
,,,,,Penyelenggaraan pelayanan kedokteran nuklir,KL Pusat,,,,,
,,,,,Penyelenggaraan pelayanan radioterapi level 1,KL Pusat,,,,,
